"zipcode","year","occupation","estimate","margin_of_error","county"
"93064",2019,"sales_and_related_occupations",NA,NA,"Ventura"
"93064",2019,"office_and_administrative_support_occupations",NA,NA,"Ventura"
"93064",2019,"farming_fishing_and_forestry_occupations",NA,NA,"Ventura"
"93064",2019,"construction_and_extraction_occupations",NA,NA,"Ventura"
"93064",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Ventura"
"93064",2019,"production_occupations",NA,NA,"Ventura"
"93064",2019,"transportation_occupations",NA,NA,"Ventura"
"93064",2019,"material_moving_occupations",NA,NA,"Ventura"
"93065",2019,"civilian_employed_population_16_years_and_over_with_earnings",49876,2627,"Ventura"
"93065",2019,"management_occupations",93807,9363,"Ventura"
"93065",2019,"business_and_financial_operations_occupations",72361,15169,"Ventura"
"93065",2019,"computer_and_mathematical_occupations",85069,10263,"Ventura"
"93065",2019,"architecture_and_engineering_occupations",103929,13936,"Ventura"
"93065",2019,"life_physical_and_social_science_occupations",86375,36348,"Ventura"
"93065",2019,"community_and_social_service_occupations",58224,11712,"Ventura"
"93065",2019,"legal_occupations",77344,32611,"Ventura"
"93065",2019,"educational_instruction_and_library_occupations",43382,7589,"Ventura"
"93065",2019,"arts_design_entertainment_sports_and_media_occupations",57263,24196,"Ventura"
"93065",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",90924,15038,"Ventura"
"93065",2019,"health_technologists_and_technicians",37740,30612,"Ventura"
"93065",2019,"healthcare_support_occupations",28830,3201,"Ventura"
"93065",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",44153,3326,"Ventura"
"93065",2019,"law_enforcement_workers_including_supervisors",94934,20241,"Ventura"
"93065",2019,"food_preparation_and_serving_related_occupations",16750,2575,"Ventura"
"93065",2019,"building_and_grounds_cleaning_and_maintenance_occupations",24009,5179,"Ventura"
"93065",2019,"personal_care_and_service_occupations",18149,4103,"Ventura"
"93065",2019,"sales_and_related_occupations",42194,5718,"Ventura"
"93065",2019,"office_and_administrative_support_occupations",38646,4344,"Ventura"
"93065",2019,"farming_fishing_and_forestry_occupations",23125,19000,"Ventura"
"93065",2019,"construction_and_extraction_occupations",42733,8801,"Ventura"
"93065",2019,"installation_maintenance_and_repair_occupations",51563,8815,"Ventura"
"93065",2019,"production_occupations",39839,7273,"Ventura"
"93065",2019,"transportation_occupations",36719,11654,"Ventura"
"93065",2019,"material_moving_occupations",23476,3593,"Ventura"
"93066",2019,"civilian_employed_population_16_years_and_over_with_earnings",47958,6453,"Ventura"
"93066",2019,"management_occupations",97188,48752,"Ventura"
"93066",2019,"business_and_financial_operations_occupations",101645,79377,"Ventura"
"93066",2019,"computer_and_mathematical_occupations",NA,NA,"Ventura"
"93066",2019,"architecture_and_engineering_occupations",160227,113216,"Ventura"
"93066",2019,"life_physical_and_social_science_occupations",NA,NA,"Ventura"
"93066",2019,"community_and_social_service_occupations",48894,12561,"Ventura"
"93066",2019,"legal_occupations",NA,NA,"Ventura"
"93066",2019,"educational_instruction_and_library_occupations",68500,71985,"Ventura"
"93066",2019,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Ventura"
"93066",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",69792,33211,"Ventura"
"93066",2019,"health_technologists_and_technicians",132738,205024,"Ventura"
"93066",2019,"healthcare_support_occupations",21500,57811,"Ventura"
"93066",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Ventura"
"93066",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Ventura"
"93066",2019,"food_preparation_and_serving_related_occupations",17105,14228,"Ventura"
"93066",2019,"building_and_grounds_cleaning_and_maintenance_occupations",19327,2031,"Ventura"
"93066",2019,"personal_care_and_service_occupations",41103,41353,"Ventura"
"93066",2019,"sales_and_related_occupations",43958,9757,"Ventura"
"93066",2019,"office_and_administrative_support_occupations",44102,5711,"Ventura"
"93066",2019,"farming_fishing_and_forestry_occupations",35588,9780,"Ventura"
"93066",2019,"construction_and_extraction_occupations",26875,38996,"Ventura"
"93066",2019,"installation_maintenance_and_repair_occupations",62589,74993,"Ventura"
"93066",2019,"production_occupations",54318,91187,"Ventura"
"93066",2019,"transportation_occupations",9450,105854,"Ventura"
"93066",2019,"material_moving_occupations",15000,35239,"Ventura"
"93101",2019,"civilian_employed_population_16_years_and_over_with_earnings",32168,1819,"Santa Barbara"
"93101",2019,"management_occupations",68466,11996,"Santa Barbara"
"93101",2019,"business_and_financial_operations_occupations",55789,13037,"Santa Barbara"
"93101",2019,"computer_and_mathematical_occupations",91389,28099,"Santa Barbara"
"93101",2019,"architecture_and_engineering_occupations",85521,27412,"Santa Barbara"
"93101",2019,"life_physical_and_social_science_occupations",43403,15911,"Santa Barbara"
"93101",2019,"community_and_social_service_occupations",46328,10700,"Santa Barbara"
"93101",2019,"legal_occupations",76250,32342,"Santa Barbara"
"93101",2019,"educational_instruction_and_library_occupations",40559,14445,"Santa Barbara"
"93101",2019,"arts_design_entertainment_sports_and_media_occupations",33323,9433,"Santa Barbara"
"93101",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",94671,16000,"Santa Barbara"
"93101",2019,"health_technologists_and_technicians",21431,5459,"Santa Barbara"
"93101",2019,"healthcare_support_occupations",11740,5578,"Santa Barbara"
"93101",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",34299,36981,"Santa Barbara"
"93101",2019,"law_enforcement_workers_including_supervisors",160307,119671,"Santa Barbara"
"93101",2019,"food_preparation_and_serving_related_occupations",20376,3052,"Santa Barbara"
"93101",2019,"building_and_grounds_cleaning_and_maintenance_occupations",23895,3581,"Santa Barbara"
"93101",2019,"personal_care_and_service_occupations",11391,4557,"Santa Barbara"
"93101",2019,"sales_and_related_occupations",17159,5877,"Santa Barbara"
"93101",2019,"office_and_administrative_support_occupations",31680,4591,"Santa Barbara"
"93101",2019,"farming_fishing_and_forestry_occupations",14250,18729,"Santa Barbara"
"93101",2019,"construction_and_extraction_occupations",31962,3277,"Santa Barbara"
"93101",2019,"installation_maintenance_and_repair_occupations",41116,24820,"Santa Barbara"
"93101",2019,"production_occupations",25023,5434,"Santa Barbara"
"93101",2019,"transportation_occupations",33667,14723,"Santa Barbara"
"93101",2019,"material_moving_occupations",18908,3301,"Santa Barbara"
"93103",2019,"civilian_employed_population_16_years_and_over_with_earnings",42821,3144,"Santa Barbara"
"93103",2019,"management_occupations",83929,27519,"Santa Barbara"
"93103",2019,"business_and_financial_operations_occupations",63022,11612,"Santa Barbara"
"93103",2019,"computer_and_mathematical_occupations",83854,24599,"Santa Barbara"
"93103",2019,"architecture_and_engineering_occupations",91042,5751,"Santa Barbara"
"93103",2019,"life_physical_and_social_science_occupations",36164,52551,"Santa Barbara"
"93103",2019,"community_and_social_service_occupations",53520,7683,"Santa Barbara"
"93103",2019,"legal_occupations",78906,333905,"Santa Barbara"
"93103",2019,"educational_instruction_and_library_occupations",43911,25219,"Santa Barbara"
"93103",2019,"arts_design_entertainment_sports_and_media_occupations",35875,20387,"Santa Barbara"
"93103",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",105694,38611,"Santa Barbara"
"93103",2019,"health_technologists_and_technicians",40000,21137,"Santa Barbara"
"93103",2019,"healthcare_support_occupations",20650,14425,"Santa Barbara"
"93103",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"Santa Barbara"
"93103",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93103",2019,"food_preparation_and_serving_related_occupations",21749,2204,"Santa Barbara"
"93103",2019,"building_and_grounds_cleaning_and_maintenance_occupations",22097,4989,"Santa Barbara"
"93103",2019,"personal_care_and_service_occupations",13822,5846,"Santa Barbara"
"93103",2019,"sales_and_related_occupations",39538,19040,"Santa Barbara"
"93103",2019,"office_and_administrative_support_occupations",37770,10784,"Santa Barbara"
"93103",2019,"farming_fishing_and_forestry_occupations",NA,NA,"Santa Barbara"
"93103",2019,"construction_and_extraction_occupations",28158,35822,"Santa Barbara"
"93103",2019,"installation_maintenance_and_repair_occupations",44461,15407,"Santa Barbara"
"93103",2019,"production_occupations",38158,15041,"Santa Barbara"
"93103",2019,"transportation_occupations",30809,11130,"Santa Barbara"
"93103",2019,"material_moving_occupations",10197,5787,"Santa Barbara"
"93105",2019,"civilian_employed_population_16_years_and_over_with_earnings",48540,4366,"Santa Barbara"
"93105",2019,"management_occupations",86351,14681,"Santa Barbara"
"93105",2019,"business_and_financial_operations_occupations",80257,5636,"Santa Barbara"
"93105",2019,"computer_and_mathematical_occupations",84682,15343,"Santa Barbara"
"93105",2019,"architecture_and_engineering_occupations",118250,47648,"Santa Barbara"
"93105",2019,"life_physical_and_social_science_occupations",81983,19405,"Santa Barbara"
"93105",2019,"community_and_social_service_occupations",39107,12612,"Santa Barbara"
"93105",2019,"legal_occupations",108860,14743,"Santa Barbara"
"93105",2019,"educational_instruction_and_library_occupations",55521,19607,"Santa Barbara"
"93105",2019,"arts_design_entertainment_sports_and_media_occupations",48886,12162,"Santa Barbara"
"93105",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",106641,21407,"Santa Barbara"
"93105",2019,"health_technologists_and_technicians",58036,35134,"Santa Barbara"
"93105",2019,"healthcare_support_occupations",22273,7409,"Santa Barbara"
"93105",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",30972,87409,"Santa Barbara"
"93105",2019,"law_enforcement_workers_including_supervisors",73269,14601,"Santa Barbara"
"93105",2019,"food_preparation_and_serving_related_occupations",20570,5676,"Santa Barbara"
"93105",2019,"building_and_grounds_cleaning_and_maintenance_occupations",20447,12852,"Santa Barbara"
"93105",2019,"personal_care_and_service_occupations",25236,8965,"Santa Barbara"
"93105",2019,"sales_and_related_occupations",36996,6887,"Santa Barbara"
"93105",2019,"office_and_administrative_support_occupations",43782,8772,"Santa Barbara"
"93105",2019,"farming_fishing_and_forestry_occupations",25781,158567,"Santa Barbara"
"93105",2019,"construction_and_extraction_occupations",38884,5792,"Santa Barbara"
"93105",2019,"installation_maintenance_and_repair_occupations",38162,20118,"Santa Barbara"
"93105",2019,"production_occupations",25281,5944,"Santa Barbara"
"93105",2019,"transportation_occupations",37647,28953,"Santa Barbara"
"93105",2019,"material_moving_occupations",16573,5413,"Santa Barbara"
"93108",2019,"civilian_employed_population_16_years_and_over_with_earnings",53889,6133,"Santa Barbara"
"93108",2019,"management_occupations",109423,35901,"Santa Barbara"
"93108",2019,"business_and_financial_operations_occupations",53438,20827,"Santa Barbara"
"93108",2019,"computer_and_mathematical_occupations",108750,59738,"Santa Barbara"
"93108",2019,"architecture_and_engineering_occupations",77083,126894,"Santa Barbara"
"93108",2019,"life_physical_and_social_science_occupations",54659,31325,"Santa Barbara"
"93108",2019,"community_and_social_service_occupations",24500,53730,"Santa Barbara"
"93108",2019,"legal_occupations",137212,78593,"Santa Barbara"
"93108",2019,"educational_instruction_and_library_occupations",47917,48266,"Santa Barbara"
"93108",2019,"arts_design_entertainment_sports_and_media_occupations",56786,49324,"Santa Barbara"
"93108",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"Santa Barbara"
"93108",2019,"health_technologists_and_technicians",NA,NA,"Santa Barbara"
"93108",2019,"healthcare_support_occupations",12098,20704,"Santa Barbara"
"93108",2019,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",22031,83634,"Santa Barbara"
"93108",2019,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93108",2019,"food_preparation_and_serving_related_occupations",10625,6069,"Santa Barbara"
"93108",2019,"building_and_grounds_cleaning_and_maintenance_occupations",19940,20020,"Santa Barbara"
"93108",2019,"personal_care_and_service_occupations",9932,1809,"Santa Barbara"
"93108",2019,"sales_and_related_occupations",51667,72363,"Santa Barbara"
"93108",2019,"office_and_administrative_support_occupations",28359,32643,"Santa Barbara"
"93108",2019,"farming_fishing_and_forestry_occupations",NA,NA,"Santa Barbara"
"93108",2019,"construction_and_extraction_occupations",27250,44550,"Santa Barbara"
"93108",2019,"installation_maintenance_and_repair_occupations",NA,NA,"Santa Barbara"
"93108",2019,"production_occupations",16875,21907,"Santa Barbara"
"93108",2019,"transportation_occupations",NA,NA,"Santa Barbara"
"93108",2019,"material_moving_occupations",NA,NA,"Santa Barbara"
"93109",2019,"civilian_employed_population_16_years_and_over_with_earnings",43789,10724,"Santa Barbara"
"93109",2019,"management_occupations",92431,21228,"Santa Barbara"
"93109",2019,"business_and_financial_operations_occupations",61875,18424,"Santa Barbara"
"93109",2019,"computer_and_mathematical_occupations",126917,51917,"Santa Barbara"
"93109",2019,"architecture_and_engineering_occupations",130172,59348,"Santa Barbara"
"93109",2019,"life_physical_and_social_science_occupations",52159,78372,"Santa Barbara"
"93109",2019,"community_and_social_service_occupations",24500,26793,"Santa Barbara"
"93109",2019,"legal_occupations",102350,397561,"Santa Barbara"
"93109",2019,"educational_instruction_and_library_occupations",41813,40899,"Santa Barbara"
"93109",2019,"arts_design_entertainment_sports_and_media_occupations",28846,72437,"Santa Barbara"
"93109",2019,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",122125,40122,"Santa Barbara"
